,index,Driver,Vehicle,Tire,Glider,GroundSpeed,WaterSpeed,AirSpeed,AntiGravitySpeed,Acceleration,Weight,GroundHandling,WaterHandling,AirHandling,AntiGravityHandling,Traction,MiniTurbo,Total,Balance,AverageSpeed,WeightedSpeed,AverageHandling,WeightedHandling,GroundMastery,WaterMastery,AirMastery,AntiGravityMastery,DriftMastery,CollisionMastery
1498,84860,Koopa Troopa,Prancer,Roller,Peach Parasol,2.25,2.75,3.0,2.25,4.25,1.75,4.75,4.75,5.0,4.25,3.5,4.5,43.0,3.8551829575840246,2.5625,2.425,4.6875,4.625,3.5,3.75,4.0,3.25,4.229166666666667,3.25
1499,150717,Isabelle,Bounder,Roller,Cloud Glider,2.25,2.75,3.0,2.25,4.5,1.75,4.5,4.0,4.5,4.5,2.5,4.5,41.0,3.9059388970584425,2.5625,2.425,4.375,4.4,3.375,3.375,3.75,3.375,3.7916666666666665,3.125
1500,143504,Isabelle,Prancer,Roller,Peach Parasol,2.25,2.75,3.0,2.25,4.5,1.75,4.5,4.5,4.75,4.0,2.75,4.5,41.5,3.8981764426573777,2.5625,2.425,4.4375,4.375,3.375,3.625,3.875,3.125,3.8958333333333335,3.125
1501,77184,Dry Bones,Tanooki Kart,Normal,Wario Wing,2.25,2.75,3.0,2.5,3.75,2.75,4.75,4.75,4.5,4.25,4.75,3.5,43.5,4.043562481249963,2.625,2.5,4.5625,4.575,3.5,3.75,3.75,3.375,4.270833333333333,3.75
1502,93679,Koopa Troopa,Blue Falcon,Roller,Cloud Glider,2.25,2.75,3.0,2.5,4.5,1.25,4.5,4.5,4.5,5.25,4.0,4.5,43.5,3.7729377284824466,2.625,2.5,4.6875,4.725,3.375,3.625,3.75,3.875,4.395833333333333,2.875
1503,146147,Isabelle,Blue Falcon,Roller,Cloud Glider,2.25,2.75,3.0,2.5,4.75,1.25,4.25,4.25,4.25,5.0,3.25,4.5,42.0,3.8322515837577154,2.625,2.5,4.4375,4.475,3.25,3.5,3.625,3.75,4.0625,2.75
1504,167538,Shy Guy,Buggybud,Normal,Super Glider,2.25,2.75,3.0,2.5,4.75,2.25,4.75,4.25,4.5,4.75,4.25,4.25,44.25,3.9603048960916913,2.625,2.5,4.5625,4.625,3.5,3.5,3.75,3.625,4.354166666666667,3.5
1505,88874,Koopa Troopa,Tanooki Kart,Button,Wario Wing,2.25,2.75,3.0,2.75,3.75,2.5,4.75,4.75,4.25,4.5,4.5,4.0,43.75,4.061805812566858,2.6875,2.575,4.5625,4.625,3.5,3.75,3.625,3.625,4.354166666666667,3.625
1506,146694,Isabelle,Tanooki Kart,Button,Wario Wing,2.25,2.75,3.0,2.75,4.0,2.5,4.5,4.5,4.0,4.25,3.75,4.0,42.25,4.1849544537731385,2.6875,2.575,4.3125,4.375,3.375,3.625,3.5,3.5,4.020833333333333,3.5
1507,190890,Cat Peach,Buggybud,Button,Super Glider,2.25,2.75,3.0,2.75,5.0,1.75,4.5,4.0,4.0,4.75,3.5,4.75,43.0,3.921631422991755,2.6875,2.575,4.3125,4.425,3.375,3.375,3.5,3.75,4.1875,3.125
1508,71153,Dry Bones,Mach 8,Normal,Cloud Glider,2.25,2.75,3.0,3.0,4.25,2.25,4.25,4.0,4.5,4.75,4.25,4.0,43.25,4.105202325222131,2.75,2.65,4.375,4.375,3.25,3.375,3.75,3.875,4.208333333333333,3.25
1509,89339,Koopa Troopa,W 25 Silver Arrow,Normal,Cloud Glider,2.25,2.75,3.0,3.0,4.5,2.0,4.75,4.25,4.75,4.75,4.75,4.25,45.0,3.933996418221948,2.75,2.65,4.625,4.65,3.5,3.5,3.875,3.875,4.541666666666667,3.375
1510,145795,Isabelle,W 25 Silver Arrow,Normal,Cloud Glider,2.25,2.75,3.0,3.0,4.75,2.0,4.5,4.0,4.5,4.5,4.0,4.25,43.5,4.031754163448147,2.75,2.65,4.375,4.4,3.375,3.375,3.75,3.75,4.208333333333333,3.25
1511,190970,Cat Peach,Buggybud,Normal,Peach Parasol,2.25,2.75,3.0,3.0,5.0,2.25,4.5,4.25,4.5,4.25,3.75,4.5,44.0,4.03273268399782,2.75,2.65,4.375,4.375,3.375,3.5,3.75,3.625,4.208333333333333,3.375
1512,85933,Koopa Troopa,Mach 8,Button,Cloud Glider,2.25,2.75,3.0,3.25,4.25,2.0,4.25,4.0,4.25,5.0,4.0,4.5,43.5,4.049521651530615,2.8125,2.725,4.375,4.425,3.25,3.375,3.625,4.125,4.291666666666667,3.125
1513,141805,Isabelle,Mach 8,Button,Cloud Glider,2.25,2.75,3.0,3.25,4.5,2.0,4.0,3.75,4.0,4.75,3.25,4.5,42.0,4.101769416119568,2.8125,2.725,4.125,4.175,3.125,3.25,3.5,4.0,3.9583333333333335,3.0
1514,169139,Shy Guy,W 25 Silver Arrow,Button,Cloud Glider,2.25,2.75,3.0,3.25,4.75,1.75,4.5,4.0,4.25,4.75,4.0,4.5,43.75,3.9805397298451286,2.8125,2.725,4.375,4.45,3.375,3.375,3.625,4.0,4.291666666666667,3.125
1515,255576,Yoshi,Buggybud,Button,Peach Parasol,2.25,2.75,3.0,3.25,5.0,2.0,4.25,4.0,4.0,4.25,3.25,5.0,43.0,4.009514964241959,2.8125,2.725,4.125,4.175,3.25,3.375,3.5,3.75,4.125,3.125
1516,267338,Tanooki Mario,Buggybud,Button,Peach Parasol,2.25,2.75,3.0,3.25,5.0,2.25,4.25,4.0,4.0,4.25,2.75,5.0,42.75,4.01647087208637,2.8125,2.725,4.125,4.175,3.25,3.375,3.5,3.75,3.9583333333333335,3.25
1517,174494,Shy Guy,Pipe Frame,Cushion,Super Glider,2.25,2.75,3.25,2.0,4.5,2.25,4.5,3.75,4.0,4.25,4.5,4.25,42.25,4.026146750523904,2.5625,2.375,4.125,4.225,3.375,3.25,3.625,3.125,4.291666666666667,3.375
1518,174457,Shy Guy,Pipe Frame,Sponge,Super Glider,2.25,2.75,3.25,2.0,4.5,2.25,4.5,3.75,4.0,4.5,4.5,4.25,42.5,4.006650905148435,2.5625,2.375,4.1875,4.3,3.375,3.25,3.625,3.25,4.3125,3.375
1519,87054,Koopa Troopa,Standard Kart,Roller,Wario Wing,2.25,2.75,3.25,2.25,4.5,2.25,4.75,4.5,4.75,4.5,3.75,4.5,44.0,3.948305840055862,2.625,2.45,4.625,4.625,3.5,3.625,4.0,3.375,4.291666666666667,3.5
1520,145854,Isabelle,Standard Kart,Roller,Wario Wing,2.25,2.75,3.25,2.25,4.75,2.25,4.5,4.25,4.5,4.25,3.0,4.5,42.5,3.989637028918154,2.625,2.45,4.375,4.375,3.375,3.5,3.875,3.25,3.9583333333333335,3.375
1521,188604,Cat Peach,Pipe Frame,Cushion,Peach Parasol,2.25,2.75,3.25,2.5,4.75,2.25,4.25,3.75,4.0,3.75,4.0,4.5,42.0,4.120950927008467,2.6875,2.525,3.9375,3.975,3.25,3.25,3.625,3.125,4.145833333333333,3.25
1522,197978,Cat Peach,Pipe Frame,Sponge,Peach Parasol,2.25,2.75,3.25,2.5,4.75,2.25,4.25,3.75,4.0,4.0,4.0,4.5,42.25,4.111574852661047,2.6875,2.525,4.0,4.05,3.25,3.25,3.625,3.25,4.166666666666667,3.25
1523,91691,Koopa Troopa,Cat Cruiser,Normal,Cloud Glider,2.25,2.75,3.25,2.75,4.5,2.25,4.75,4.0,5.0,4.5,4.25,4.25,44.5,4.000947418497875,2.75,2.6,4.5625,4.55,3.5,3.375,4.125,3.625,4.354166666666667,3.5
1524,148183,Isabelle,Cat Cruiser,Normal,Cloud Glider,2.25,2.75,3.25,2.75,4.75,2.25,4.5,3.75,4.75,4.25,3.5,4.25,43.0,4.068643869175576,2.75,2.6,4.3125,4.3,3.375,3.25,4.0,3.5,4.020833333333333,3.375
1525,166101,Shy Guy,Cat Cruiser,Button,Cloud Glider,2.25,2.75,3.25,3.0,4.75,2.0,4.5,3.75,4.5,4.5,3.5,4.5,43.25,4.037886244361989,2.8125,2.675,4.3125,4.35,3.375,3.25,3.875,3.75,4.104166666666667,3.25
1526,87764,Koopa Troopa,Tanooki Kart,Cushion,Super Glider,2.25,2.75,3.5,2.25,3.5,2.5,4.5,4.0,4.5,4.25,5.5,3.75,43.25,3.9805397298451286,2.6875,2.475,4.3125,4.325,3.375,3.375,4.0,3.25,4.520833333333333,3.5
1527,88912,Koopa Troopa,Tanooki Kart,Sponge,Super Glider,2.25,2.75,3.5,2.25,3.5,2.5,4.5,4.0,4.5,4.5,5.5,3.75,43.5,3.9637260804383634,2.6875,2.475,4.375,4.4,3.375,3.375,4.0,3.375,4.541666666666667,3.5
1528,146552,Isabelle,Tanooki Kart,Cushion,Super Glider,2.25,2.75,3.5,2.25,3.75,2.5,4.25,3.75,4.25,4.0,4.75,3.75,41.75,4.157531135365355,2.6875,2.475,4.0625,4.075,3.25,3.25,3.875,3.125,4.1875,3.375
1529,147703,Isabelle,Tanooki Kart,Sponge,Super Glider,2.25,2.75,3.5,2.25,3.75,2.5,4.25,3.75,4.25,4.25,4.75,3.75,42.0,4.140560436309589,2.6875,2.475,4.125,4.15,3.25,3.25,3.875,3.25,4.208333333333333,3.375
1530,170080,Shy Guy,Tanooki Kart,Cushion,Peach Parasol,2.25,2.75,3.5,2.75,3.75,2.75,4.25,4.0,4.5,3.75,5.0,3.75,43.0,4.178877339100653,2.8125,2.625,4.125,4.075,3.25,3.375,4.0,3.25,4.291666666666667,3.5
1531,170050,Shy Guy,Tanooki Kart,Sponge,Peach Parasol,2.25,2.75,3.5,2.75,3.75,2.75,4.25,4.0,4.5,4.0,5.0,3.75,43.25,4.1711293736948365,2.8125,2.625,4.1875,4.15,3.25,3.375,4.0,3.375,4.3125,3.5
1532,82945,Koopa Troopa,Mach 8,Roller,Wario Wing,2.25,2.75,3.5,2.75,4.25,2.5,4.5,4.5,4.5,4.75,4.0,4.5,44.75,4.0739972674953595,2.8125,2.625,4.5625,4.575,3.375,3.625,4.0,3.75,4.354166666666667,3.5
1533,141892,Isabelle,Mach 8,Roller,Wario Wing,2.25,2.75,3.5,2.75,4.5,2.5,4.25,4.25,4.25,4.5,3.25,4.5,43.25,4.1309727660577416,2.8125,2.625,4.3125,4.325,3.25,3.5,3.875,3.625,4.020833333333333,3.375
1534,174969,Shy Guy,W 25 Silver Arrow,Roller,Wario Wing,2.25,2.75,3.5,2.75,4.75,2.25,4.75,4.5,4.5,4.5,4.0,4.5,45.0,4.005698052080573,2.8125,2.625,4.5625,4.6,3.5,3.625,4.0,3.625,4.354166666666667,3.5
1535,249759,Yoshi,Buggybud,Cushion,Cloud Glider,2.25,2.75,3.5,3.0,4.75,2.0,4.0,3.25,4.25,4.0,4.25,4.75,42.75,4.076044816120294,2.875,2.7,3.875,3.875,3.125,3.0,3.875,3.5,4.291666666666667,3.0
1536,249719,Yoshi,Buggybud,Sponge,Cloud Glider,2.25,2.75,3.5,3.0,4.75,2.0,4.0,3.25,4.25,4.25,4.25,4.75,43.0,4.062563133438909,2.875,2.7,3.9375,3.95,3.125,3.0,3.875,3.625,4.3125,3.0
1537,261519,Tanooki Mario,Buggybud,Cushion,Cloud Glider,2.25,2.75,3.5,3.0,4.75,2.25,4.0,3.25,4.25,4.0,3.75,4.75,42.5,4.135068753827184,2.875,2.7,3.875,3.875,3.125,3.0,3.875,3.5,4.125,3.125
1538,261491,Tanooki Mario,Buggybud,Sponge,Cloud Glider,2.25,2.75,3.5,3.0,4.75,2.25,4.0,3.25,4.25,4.25,3.75,4.75,42.75,4.120143348452301,2.875,2.7,3.9375,3.95,3.125,3.0,3.875,3.625,4.145833333333333,3.125
1539,166007,Shy Guy,Cat Cruiser,Roller,Wario Wing,2.25,2.75,3.75,2.5,4.75,2.5,4.75,4.25,4.75,4.25,3.5,4.5,44.5,4.02396131472594,2.8125,2.575,4.5,4.5,3.5,3.5,4.25,3.375,4.166666666666667,3.625
1540,12647,Baby Daisy,Steel Driver,Normal,Cloud Glider,2.25,3.0,1.75,2.0,3.5,2.25,4.5,5.25,4.75,4.5,4.25,3.75,41.75,3.796509180959344,2.25,2.275,4.75,4.675,3.375,4.125,3.25,3.25,4.25,3.375
1541,25285,Baby Rosalina,Steel Driver,Normal,Cloud Glider,2.25,3.0,1.75,2.0,3.75,2.25,4.25,5.0,4.5,4.25,3.75,3.75,40.5,3.910275264114832,2.25,2.275,4.5,4.425,3.25,4.0,3.125,3.125,4.0,3.25
1542,71533,Dry Bones,Steel Driver,Button,Cloud Glider,2.25,3.0,1.75,2.25,4.0,2.0,4.0,4.75,4.0,4.25,3.5,4.0,39.75,3.982399212050048,2.3125,2.35,4.25,4.225,3.125,3.875,2.875,3.25,3.9166666666666665,3.0
1543,78902,Dry Bones,Pipe Frame,Off-Road,Super Glider,2.25,3.0,2.0,1.75,4.5,2.25,4.5,4.0,3.75,4.5,4.5,3.75,40.75,3.9157201104936608,2.25,2.225,4.1875,4.325,3.375,3.5,2.875,3.125,4.145833333333333,3.375
1544,71090,Dry Bones,Pipe Frame,Retro Off-Road,Super Glider,2.25,3.0,2.0,1.75,4.5,2.25,4.5,4.0,4.0,4.5,4.5,3.75,41.0,3.9059388970584425,2.25,2.225,4.25,4.35,3.375,3.5,3.0,3.125,4.166666666666667,3.375
1545,90654,Koopa Troopa,Pipe Frame,Off-Road,Peach Parasol,2.25,3.0,2.0,2.25,4.5,2.5,4.5,4.25,4.0,4.25,4.5,4.0,42.0,3.9887002063051367,2.375,2.375,4.25,4.325,3.375,3.625,3.0,3.25,4.25,3.5
1546,90822,Koopa Troopa,Pipe Frame,Retro Off-Road,Peach Parasol,2.25,3.0,2.0,2.25,4.5,2.5,4.5,4.25,4.25,4.25,4.5,4.0,42.25,3.97498152270904,2.375,2.375,4.3125,4.35,3.375,3.625,3.125,3.25,4.270833333333333,3.5
1547,150924,Isabelle,Pipe Frame,Off-Road,Peach Parasol,2.25,3.0,2.0,2.25,4.75,2.5,4.25,4.0,3.75,4.0,3.75,4.0,40.5,4.073741642167508,2.375,2.375,4.0,4.075,3.25,3.5,2.875,3.125,3.9166666666666665,3.375
1548,141688,Isabelle,Pipe Frame,Retro Off-Road,Peach Parasol,2.25,3.0,2.0,2.25,4.75,2.5,4.25,4.0,4.0,4.0,3.75,4.0,40.75,4.061805812566858,2.375,2.375,4.0625,4.1,3.25,3.5,3.0,3.125,3.9375,3.375
1549,14938,Baby Daisy,Landship,Metal,Super Glider,2.25,3.0,2.25,1.0,3.5,2.0,5.0,5.0,4.25,4.25,4.25,3.75,40.5,3.723018473829078,2.125,2.025,4.625,4.7,3.625,4.0,3.25,2.625,4.208333333333333,3.5
1550,26530,Baby Rosalina,Landship,Metal,Super Glider,2.25,3.0,2.25,1.0,3.75,2.0,4.75,4.75,4.0,4.0,3.75,3.75,39.25,3.8300236340123375,2.125,2.025,4.375,4.45,3.5,3.875,3.125,2.5,3.9583333333333335,3.375
1551,73574,Dry Bones,Landship,Metal,Peach Parasol,2.25,3.0,2.25,1.5,4.0,2.25,4.5,4.75,4.0,3.5,3.75,3.75,39.5,3.972904949664228,2.25,2.175,4.1875,4.2,3.375,3.875,3.125,2.5,3.8958333333333335,3.375
1552,71472,Dry Bones,Steel Driver,Roller,Wario Wing,2.25,3.0,2.25,1.75,4.0,2.5,4.25,5.25,4.25,4.0,3.5,4.0,41.0,3.94291710711778,2.3125,2.25,4.4375,4.375,3.25,4.125,3.25,2.875,3.9791666666666665,3.375
1553,17150,Baby Daisy,Tanooki Kart,Off-Road,Super Glider,2.25,3.0,2.25,2.0,3.25,2.5,4.75,4.5,4.5,4.75,5.5,3.25,42.5,3.7994635037668036,2.375,2.325,4.625,4.675,3.5,3.75,3.375,3.375,4.458333333333333,3.625
1554,18464,Baby Daisy,Tanooki Kart,Retro Off-Road,Super Glider,2.25,3.0,2.25,2.0,3.25,2.5,4.75,4.5,4.75,4.75,5.5,3.25,42.75,3.779321165014393,2.375,2.325,4.6875,4.7,3.5,3.75,3.5,3.375,4.479166666666667,3.625
1555,28913,Baby Rosalina,Tanooki Kart,Off-Road,Super Glider,2.25,3.0,2.25,2.0,3.5,2.5,4.5,4.25,4.25,4.5,5.0,3.25,41.25,3.9548542946294303,2.375,2.325,4.375,4.425,3.375,3.625,3.25,3.25,4.208333333333333,3.5
1556,29081,Baby Rosalina,Tanooki Kart,Retro Off-Road,Super Glider,2.25,3.0,2.25,2.0,3.5,2.5,4.5,4.25,4.5,4.5,5.0,3.25,41.5,3.934885124989,2.375,2.325,4.4375,4.45,3.375,3.625,3.375,3.25,4.229166666666667,3.5
1557,77136,Dry Bones,Tanooki Kart,Off-Road,Peach Parasol,2.25,3.0,2.25,2.5,3.75,2.75,4.25,4.25,4.25,4.0,5.0,3.25,41.5,4.0840222974792715,2.5,2.475,4.1875,4.175,3.25,3.625,3.25,3.25,4.145833333333333,3.5
1558,76126,Dry Bones,Tanooki Kart,Retro Off-Road,Peach Parasol,2.25,3.0,2.25,2.5,3.75,2.75,4.25,4.25,4.5,4.0,5.0,3.25,41.75,4.061805812566858,2.5,2.475,4.25,4.2,3.25,3.625,3.375,3.25,4.166666666666667,3.5
1559,174517,Shy Guy,Pipe Frame,Monster,Cloud Glider,2.25,3.0,2.25,2.5,4.25,2.75,4.0,3.75,3.75,3.75,4.75,4.0,41.0,4.165152890063278,2.5,2.475,3.8125,3.85,3.125,3.375,3.0,3.125,4.1875,3.375
1560,173265,Shy Guy,Buggybud,Off-Road,Cloud Glider,2.25,3.0,2.25,2.75,4.75,2.25,4.25,3.75,4.25,4.5,4.5,4.0,42.5,4.02396131472594,2.5625,2.55,4.1875,4.225,3.25,3.375,3.25,3.625,4.229166666666667,3.25
1561,167515,Shy Guy,Buggybud,Retro Off-Road,Cloud Glider,2.25,3.0,2.25,2.75,4.75,2.25,4.25,3.75,4.5,4.5,4.5,4.0,42.75,4.004984011092375,2.5625,2.55,4.25,4.25,3.25,3.375,3.375,3.625,4.25,3.25
1562,85276,Koopa Troopa,Landship,Monster,Wario Wing,2.25,3.0,2.5,2.0,4.0,2.75,4.0,4.5,4.0,3.25,5.25,4.0,41.5,4.012387329020741,2.4375,2.35,3.9375,3.875,3.125,3.75,3.25,2.625,4.395833333333333,3.375
1563,73708,Dry Bones,Landship,Slim,Super Glider,2.25,3.0,2.5,2.0,4.25,1.75,5.0,5.0,4.75,4.25,3.75,4.0,42.5,3.808966580628148,2.4375,2.35,4.75,4.75,3.625,4.0,3.625,3.125,4.166666666666667,3.375
1564,147177,Isabelle,Landship,Monster,Wario Wing,2.25,3.0,2.5,2.0,4.25,2.75,3.75,4.25,3.75,3.0,4.5,4.0,40.0,4.144979177995877,2.4375,2.35,3.6875,3.625,3.0,3.625,3.125,2.5,4.0625,3.25
1565,88406,Koopa Troopa,Landship,Slim,Peach Parasol,2.25,3.0,2.5,2.5,4.25,2.0,5.0,5.25,5.0,4.0,3.75,4.25,43.75,3.839776993745416,2.5625,2.5,4.8125,4.75,3.625,4.125,3.75,3.25,4.270833333333333,3.5
1566,144266,Isabelle,Landship,Slim,Peach Parasol,2.25,3.0,2.5,2.5,4.5,2.0,4.75,5.0,4.75,3.75,3.0,4.25,42.25,3.9001119202942567,2.5625,2.5,4.5625,4.5,3.5,4.0,3.625,3.125,3.9375,3.375
1567,88809,Koopa Troopa,Tanooki Kart,Monster,Cloud Glider,2.25,3.0,2.5,2.75,3.25,3.0,4.0,4.0,4.25,3.75,5.75,3.5,42.0,4.05251529156019,2.625,2.575,4.0,3.95,3.125,3.5,3.375,3.25,4.416666666666667,3.5
1568,146585,Isabelle,Tanooki Kart,Monster,Cloud Glider,2.25,3.0,2.5,2.75,3.5,3.0,3.75,3.75,4.0,3.5,5.0,3.5,40.5,4.2576144104063145,2.625,2.575,3.75,3.7,3.0,3.375,3.25,3.125,4.083333333333333,3.375
1569,92286,Koopa Troopa,Pipe Frame,Normal,Super Glider,2.25,3.0,2.75,2.0,4.5,2.25,5.0,4.5,4.25,4.75,4.5,4.25,44.0,3.880273301743734,2.5,2.375,4.625,4.75,3.625,3.75,3.5,3.375,4.458333333333333,3.625
1570,141568,Isabelle,Pipe Frame,Normal,Super Glider,2.25,3.0,2.75,2.0,4.75,2.25,4.75,4.25,4.0,4.5,3.75,4.25,42.5,3.967387837187708,2.5,2.375,4.375,4.5,3.5,3.625,3.375,3.25,4.125,3.5
1571,174625,Shy Guy,Pipe Frame,Button,Super Glider,2.25,3.0,2.75,2.25,4.75,2.0,4.75,4.25,3.75,4.75,3.75,4.5,42.75,3.9333303740571353,2.5625,2.45,4.375,4.55,3.5,3.625,3.25,3.5,4.208333333333333,3.375
1572,165092,Shy Guy,Pipe Frame,Normal,Peach Parasol,2.25,3.0,2.75,2.5,4.75,2.5,4.75,4.5,4.25,4.25,4.0,4.25,43.75,4.037886244361989,2.625,2.525,4.4375,4.5,3.5,3.75,3.5,3.375,4.229166666666667,3.625
1573,197956,Cat Peach,Pipe Frame,Button,Peach Parasol,2.25,3.0,2.75,2.75,5.0,2.0,4.5,4.25,3.75,4.25,3.25,4.75,42.5,3.989637028918154,2.6875,2.6,4.1875,4.3,3.375,3.625,3.25,3.5,4.0625,3.25
1574,77028,Dry Bones,Tanooki Kart,Normal,Super Glider,2.25,3.0,3.0,2.25,3.75,2.5,4.75,4.5,4.5,4.5,5.0,3.5,43.5,3.985894931030768,2.625,2.475,4.5625,4.6,3.5,3.75,3.75,3.375,4.354166666666667,3.625
1575,91329,Koopa Troopa,Prancer,Roller,Cloud Glider,2.25,3.0,3.0,2.25,4.25,1.5,4.75,4.5,5.0,4.5,3.75,4.5,43.25,3.8348901079271283,2.625,2.475,4.6875,4.65,3.5,3.75,4.0,3.375,4.3125,3.125
1576,148665,Isabelle,Prancer,Roller,Cloud Glider,2.25,3.0,3.0,2.25,4.5,1.5,4.5,4.25,4.75,4.25,3.0,4.5,41.75,3.8898283643480793,2.625,2.475,4.4375,4.4,3.375,3.625,3.875,3.25,3.9791666666666665,3.0
1577,87696,Koopa Troopa,Tanooki Kart,Button,Super Glider,2.25,3.0,3.0,2.5,3.75,2.25,4.75,4.5,4.25,4.75,4.75,4.0,43.75,4.003082402116556,2.6875,2.55,4.5625,4.65,3.5,3.75,3.625,3.625,4.4375,3.5
1578,146499,Isabelle,Tanooki Kart,Button,Super Glider,2.25,3.0,3.0,2.5,4.0,2.25,4.5,4.25,4.0,4.5,4.0,4.0,42.25,4.137535683654276,2.6875,2.55,4.3125,4.4,3.375,3.625,3.5,3.5,4.104166666666667,3.375
1579,89048,Koopa Troopa,Tanooki Kart,Normal,Peach Parasol,2.25,3.0,3.0,2.75,3.75,2.75,4.75,4.75,4.75,4.25,5.0,3.75,44.75,4.037886244361989,2.75,2.625,4.625,4.6,3.5,3.875,3.875,3.5,4.458333333333333,3.75
1580,147746,Isabelle,Tanooki Kart,Normal,Peach Parasol,2.25,3.0,3.0,2.75,4.0,2.75,4.5,4.5,4.5,4.0,4.25,3.75,43.25,4.191955690533863,2.75,2.625,4.375,4.35,3.375,3.75,3.75,3.375,4.125,3.625
1581,171392,Shy Guy,Tanooki Kart,Button,Peach Parasol,2.25,3.0,3.0,3.0,4.0,2.5,4.5,4.5,4.25,4.25,4.25,4.0,43.5,4.184664040243087,2.8125,2.7,4.375,4.4,3.375,3.75,3.625,3.625,4.208333333333333,3.5
1582,196847,Cat Peach,Buggybud,Normal,Cloud Glider,2.25,3.0,3.0,3.0,5.0,2.0,4.5,4.0,4.5,4.5,4.0,4.5,44.25,4.004984011092375,2.8125,2.7,4.375,4.4,3.375,3.5,3.75,3.75,4.291666666666667,3.25
1583,249893,Yoshi,Buggybud,Button,Cloud Glider,2.25,3.0,3.0,3.25,5.0,1.75,4.25,3.75,4.0,4.5,3.5,5.0,43.25,3.9805397298451286,2.875,2.775,4.125,4.2,3.25,3.375,3.5,3.875,4.208333333333333,3.0
1584,267337,Tanooki Mario,Buggybud,Button,Cloud Glider,2.25,3.0,3.0,3.25,5.0,2.0,4.25,3.75,4.0,4.5,3.0,5.0,43.0,4.0037950801043785,2.875,2.775,4.125,4.2,3.25,3.375,3.5,3.875,4.041666666666667,3.125
1585,87218,Koopa Troopa,Standard Kart,Roller,Super Glider,2.25,3.0,3.25,2.0,4.5,2.0,4.75,4.25,4.75,4.75,4.0,4.5,44.0,3.890468294251757,2.625,2.425,4.625,4.65,3.5,3.625,4.0,3.375,4.375,3.375
1586,148795,Isabelle,Standard Kart,Roller,Super Glider,2.25,3.0,3.25,2.0,4.75,2.0,4.5,4.0,4.5,4.5,3.25,4.5,42.5,3.945608031023365,2.625,2.425,4.375,4.4,3.375,3.5,3.875,3.25,4.041666666666667,3.25
1587,188599,Cat Peach,Pipe Frame,Cushion,Cloud Glider,2.25,3.0,3.25,2.5,4.75,2.0,4.25,3.5,4.0,4.0,4.25,4.5,42.25,4.080153586601315,2.75,2.575,3.9375,4.0,3.25,3.25,3.625,3.25,4.229166666666667,3.125
1588,188573,Cat Peach,Pipe Frame,Sponge,Cloud Glider,2.25,3.0,3.25,2.5,4.75,2.0,4.25,3.5,4.0,4.25,4.25,4.5,42.5,4.065598554899416,2.75,2.575,4.0,4.075,3.25,3.25,3.625,3.375,4.25,3.125
1589,164676,Shy Guy,Standard Kart,Roller,Peach Parasol,2.25,3.0,3.25,2.5,4.75,2.25,4.5,4.25,4.75,4.25,3.5,4.5,43.75,4.026146750523904,2.75,2.575,4.4375,4.4,3.375,3.625,4.0,3.375,4.145833333333333,3.375
1590,170671,Shy Guy,Landship,Cushion,Wario Wing,2.25,3.0,3.5,2.0,4.5,2.25,4.25,4.25,4.25,3.5,4.75,4.25,42.75,4.028093485603026,2.6875,2.45,4.0625,4.025,3.25,3.625,3.875,2.75,4.354166666666667,3.25
1591,170643,Shy Guy,Landship,Sponge,Wario Wing,2.25,3.0,3.5,2.0,4.5,2.25,4.25,4.25,4.25,3.75,4.75,4.25,43.0,4.026876319798096,2.6875,2.45,4.125,4.1,3.25,3.625,3.875,2.875,4.375,3.25
1592,93971,Koopa Troopa,Mach 8,Roller,Super Glider,2.25,3.0,3.5,2.5,4.25,2.25,4.5,4.25,4.5,5.0,4.25,4.5,44.75,4.014547096892792,2.8125,2.6,4.5625,4.6,3.375,3.625,4.0,3.75,4.4375,3.375
1593,141739,Isabelle,Mach 8,Roller,Super Glider,2.25,3.0,3.5,2.5,4.5,2.25,4.25,4.0,4.25,4.75,3.5,4.5,43.25,4.086351387086486,2.8125,2.6,4.3125,4.35,3.25,3.5,3.875,3.625,4.104166666666667,3.25
1594,169244,Shy Guy,W 25 Silver Arrow,Roller,Super Glider,2.25,3.0,3.5,2.5,4.75,2.0,4.75,4.25,4.5,4.75,4.25,4.5,45.0,3.950108230686264,2.8125,2.6,4.5625,4.625,3.5,3.625,4.0,3.625,4.4375,3.375
1595,170077,Shy Guy,Tanooki Kart,Cushion,Cloud Glider,2.25,3.0,3.5,2.75,3.75,2.5,4.25,3.75,4.5,4.0,5.25,3.75,43.25,4.1309727660577416,2.875,2.675,4.125,4.1,3.25,3.375,4.0,3.375,4.375,3.375
1596,171233,Shy Guy,Tanooki Kart,Sponge,Cloud Glider,2.25,3.0,3.5,2.75,3.75,2.5,4.25,3.75,4.5,4.25,5.25,3.75,43.5,4.117725048009924,2.875,2.675,4.1875,4.175,3.25,3.375,4.0,3.5,4.395833333333333,3.375
1597,255516,Yoshi,Buggybud,Roller,Wario Wing,2.25,3.0,3.5,2.75,5.0,2.25,4.5,4.25,4.25,4.25,3.5,5.0,44.5,4.018157267422551,2.875,2.675,4.3125,4.35,3.375,3.625,3.875,3.5,4.270833333333333,3.375
